engagement_id,campaign_id,advisor_id,opened_email,attended_event,downloaded_materials,requested_followup,scheduled_meeting,engagement_score
E000604,C013,A0115,0,0,0,0,0,0
E000605,C013,A0119,1,1,1,0,0,52
E000606,C013,A0016,1,1,0,1,1,78
E000607,C013,A0374,1,0,1,0,0,25
E000608,C013,A0319,1,0,1,1,0,55
E000609,C013,A0367,0,0,0,0,0,4
E000610,C013,A0140,1,0,0,0,0,9
E000611,C013,A0313,1,0,0,0,0,12
E000612,C014,A0231,0,0,0,0,0,8
E000613,C014,A0101,0,0,0,0,0,5
E000614,C014,A0028,0,0,0,0,0,1
E000615,C014,A0039,1,0,0,0,0,13
E000616,C014,A0267,1,0,0,0,0,15
E000617,C014,A0137,0,0,0,0,0,0
E000618,C014,A0373,0,0,0,0,0,2
E000619,C014,A0384,0,0,0,0,0,2
E000620,C014,A0145,0,0,0,0,0,1
E000621,C014,A0349,0,0,0,0,0,14
E000622,C014,A0379,0,0,0,0,0,6
E000623,C014,A0118,1,0,0,0,0,18
E000624,C014,A0332,0,0,0,0,0,0
E000625,C014,A0075,0,0,0,0,0,1
E000626,C014,A0338,1,0,1,0,0,33
E000627,C014,A0397,0,0,0,0,0,0
E000628,C014,A0314,0,0,0,0,0,0
E000629,C014,A0127,0,0,0,0,0,0
E000630,C014,A0370,0,0,0,0,0,9
E000631,C014,A0366,1,0,1,0,0,27
E000632,C014,A0277,1,0,0,0,0,16
E000633,C014,A0289,0,0,0,0,0,10
E000634,C014,A0284,0,0,0,0,0,2
E000635,C014,A0111,0,0,0,0,0,0
E000636,C014,A0188,0,0,0,0,0,0
E000637,C014,A0292,0,0,0,0,0,7
E000638,C014,A0079,0,0,0,0,0,1
E000639,C014,A0279,0,0,0,0,0,4
E000640,C014,A0300,0,0,0,0,0,6
E000641,C014,A0183,1,0,0,0,0,6
E000642,C014,A0322,0,0,0,0,0,0
E000643,C014,A0371,1,0,0,0,0,5
E000644,C014,A0378,0,0,0,0,0,4
E000645,C014,A0275,0,0,0,0,0,0
E000646,C014,A0142,0,0,0,0,0,4
E000647,C014,A0364,0,0,0,0,0,5
E000648,C015,A0120,1,1,1,1,1,91
E000649,C015,A0103,1,1,0,0,0,33
E000650,C015,A0073,1,0,1,1,0,57
E000651,C015,A0177,1,0,1,0,0,32
E000652,C015,A0255,1,0,0,0,0,4
E000653,C015,A0219,1,0,1,0,0,26
E000654,C015,A0399,1,0,0,0,0,12
E000655,C015,A0133,1,0,0,0,0,10
E000656,C015,A0350,0,0,0,0,0,4
E000657,C015,A0208,1,0,1,1,0,43
E000658,C015,A0113,1,0,0,0,0,3
E000659,C015,A0287,0,0,0,0,0,11
E000660,C015,A0299,1,0,1,0,0,32
E000661,C015,A0052,0,0,0,0,0,1
E000662,C015,A0058,0,0,0,0,0,2
E000663,C015,A0163,1,1,0,0,0,31
E000664,C015,A0064,1,0,0,0,0,10
E000665,C015,A0156,0,0,0,0,0,8
E000666,C015,A0186,1,1,0,1,0,71
E000667,C015,A0212,0,0,0,0,0,0
E000668,C016,A0019,1,0,1,0,0,34
E000669,C016,A0312,1,0,0,0,0,0
E000670,C016,A0101,0,0,0,0,0,0
E000671,C016,A0185,1,0,1,0,0,27
E000672,C016,A0118,0,0,0,0,0,2
E000673,C016,A0229,1,0,0,0,0,13
E000674,C016,A0168,0,0,0,0,0,0
E000675,C016,A0184,0,0,0,0,0,6
E000676,C016,A0182,0,0,0,0,0,6
E000677,C016,A0014,1,0,0,0,0,11
E000678,C016,A0125,1,0,0,0,0,15
E000679,C016,A0300,0,0,0,0,0,12
E000680,C016,A0244,0,0,0,0,0,0
E000681,C016,A0364,0,0,0,0,0,0
E000682,C016,A0039,0,0,0,0,0,0
E000683,C016,A0013,1,0,0,0,0,10
E000684,C016,A0142,1,0,0,0,0,11
E000685,C016,A0111,0,0,0,0,0,1
E000686,C016,A0280,0,0,0,0,0,0
E000687,C016,A0010,0,0,0,0,0,0
E000688,C016,A0175,1,0,0,0,0,18
E000689,C016,A0366,1,0,0,0,0,14
E000690,C016,A0276,0,0,0,0,0,9
E000691,C016,A0085,1,0,0,0,0,5
E000692,C016,A0050,0,0,0,0,0,6
E000693,C016,A0291,1,0,0,0,0,0
E000694,C016,A0188,0,0,0,0,0,2
E000695,C016,A0371,1,0,0,0,0,13
E000696,C016,A0387,0,0,0,0,0,5
E000697,C016,A0081,0,0,0,0,0,0
E000698,C016,A0109,0,0,0,0,0,0
E000699,C016,A0358,1,0,0,0,0,13
E000700,C016,A0127,1,0,0,0,0,0
E000701,C016,A0193,1,0,1,0,0,35
E000702,C016,A0194,0,0,0,0,0,0
E000703,C016,A0097,0,0,0,0,0,0
E000704,C016,A0137,0,0,0,0,0,0
E000705,C016,A0023,1,0,0,0,0,2
E000706,C016,A0284,0,0,0,0,0,5
E000707,C016,A0370,0,0,0,0,0,0
E000708,C016,A0289,1,0,0,0,0,3
E000709,C016,A0362,1,0,0,0,0,9
E000710,C016,A0396,0,0,0,0,0,3
E000711,C016,A0268,0,0,0,0,0,3
E000712,C016,A0296,0,0,0,0,0,0
E000713,C016,A0240,0,0,0,0,0,1
E000714,C016,A0397,0,0,0,0,0,8
E000715,C016,A0243,0,0,0,0,0,5
E000716,C017,A0071,0,0,0,0,0,0
E000717,C017,A0347,0,0,0,0,0,13
E000718,C017,A0027,0,0,0,0,0,0
E000719,C017,A0396,1,0,0,0,0,8
E000720,C017,A0311,0,0,0,0,0,0
E000721,C017,A0246,0,0,0,0,0,6
E000722,C017,A0140,1,0,1,0,0,38
E000723,C017,A0284,0,0,0,0,0,7
E000724,C017,A0277,0,0,0,0,0,0
E000725,C017,A0281,1,0,0,0,0,15
E000726,C017,A0183,1,0,0,0,0,4
E000727,C017,A0164,0,0,0,0,0,2
E000728,C017,A0267,1,0,0,0,0,14
E000729,C017,A0088,1,0,0,0,0,14
E000730,C017,A0131,0,0,0,0,0,2
E000731,C017,A0148,0,0,0,0,0,0
E000732,C017,A0072,0,0,0,0,0,6
E000733,C017,A0239,1,0,0,0,0,16
E000734,C017,A0273,1,0,1,1,0,71
E000735,C017,A0365,1,0,0,0,0,6
E000736,C017,A0307,0,0,0,0,0,0
E000737,C017,A0391,0,0,0,0,0,4
E000738,C017,A0345,1,0,0,0,0,0
E000739,C017,A0181,0,0,0,0,0,2
E000740,C017,A0274,0,0,0,0,0,5
E000741,C017,A0236,1,0,0,0,0,0
E000742,C017,A0008,1,0,1,0,0,35
E000743,C017,A0050,0,0,0,0,0,0
E000744,C017,A0130,0,0,0,0,0,0
E000745,C017,A0076,1,0,0,0,0,15
E000746,C017,A0241,1,0,0,0,0,18
E000747,C017,A0151,0,0,0,0,0,0
E000748,C017,A0046,0,0,0,0,0,10
E000749,C017,A0227,1,0,0,0,0,1
E000750,C017,A0257,0,0,0,0,0,0
E000751,C017,A0137,0,0,0,0,0,1
E000752,C017,A0382,1,0,0,0,0,10
E000753,C017,A0006,0,0,0,0,0,3
E000754,C017,A0028,1,0,0,0,0,8
E000755,C017,A0011,0,0,0,0,0,0
E000756,C017,A0386,0,0,0,0,0,0
E000757,C017,A0342,0,0,0,0,0,7
E000758,C017,A0015,1,0,0,0,0,9
E000759,C017,A0326,1,0,0,0,0,10
E000760,C017,A0096,1,0,0,0,0,7
E000761,C017,A0184,0,0,0,0,0,0
E000762,C017,A0295,0,0,0,0,0,0
E000763,C017,A0211,1,0,0,0,0,1
E000764,C017,A0263,0,0,0,0,0,1
E000765,C017,A0249,1,0,0,0,0,10
E000766,C017,A0036,0,0,0,0,0,9
E000767,C017,A0397,1,0,0,0,0,21
E000768,C017,A0198,0,0,0,0,0,0
E000769,C017,A0030,0,0,0,0,0,2
E000770,C017,A0150,1,0,0,0,0,0
E000771,C017,A0314,1,0,0,0,0,13
E000772,C017,A0346,0,0,0,0,0,0
E000773,C017,A0385,1,0,1,0,0,25
E000774,C017,A0176,0,0,0,0,0,0
E000775,C017,A0070,1,0,0,0,0,10
E000776,C017,A0333,0,0,0,0,0,0
E000777,C017,A0079,0,0,0,0,0,4
E000778,C017,A0252,0,0,0,0,0,5
E000779,C017,A0017,1,0,0,0,0,15
E000780,C017,A0371,0,0,0,0,0,0
E000781,C017,A0259,0,0,0,0,0,3
E000782,C017,A0358,1,0,0,0,0,15
E000783,C017,A0001,1,0,1,0,0,20
E000784,C017,A0009,0,0,0,0,0,0
E000785,C017,A0047,1,0,0,0,0,12
E000786,C017,A0119,0,0,0,0,0,0
E000787,C017,A0005,1,0,0,0,0,3
E000788,C017,A0390,1,0,0,0,0,17
E000789,C017,A0134,0,0,0,0,0,0
E000790,C017,A0379,0,0,0,0,0,0
E000791,C017,A0057,0,0,0,0,0,5
E000792,C017,A0127,0,0,0,0,0,4
E000793,C017,A0003,0,0,0,0,0,0
E000794,C017,A0108,0,0,0,0,0,3
E000795,C017,A0204,1,0,0,0,0,6
E000796,C017,A0393,0,0,0,0,0,11
E000797,C017,A0208,1,0,0,0,0,13
E000798,C017,A0073,1,0,0,0,0,7
E000799,C017,A0308,0,0,0,0,0,0
E000800,C017,A0228,0,0,0,0,0,4
E000801,C017,A0378,0,0,0,0,0,0
E000802,C017,A0107,0,0,0,0,0,0
E000803,C017,A0064,0,0,0,0,0,12
E000804,C017,A0101,0,0,0,0,0,5
E000805,C017,A0392,0,0,0,0,0,0
E000806,C017,A0331,1,0,0,0,0,0
E000807,C017,A0225,1,0,0,0,0,17
E000808,C017,A0244,0,0,0,0,0,2
E000809,C017,A0117,0,0,0,0,0,9
E000810,C017,A0032,1,0,0,0,0,10
E000811,C017,A0265,0,0,0,0,0,0
E000812,C017,A0367,1,0,0,0,0,20
E000813,C017,A0362,1,0,1,0,0,32
E000814,C017,A0256,1,0,0,0,0,13
E000815,C017,A0312,1,0,0,0,0,11
E000816,C017,A0212,1,0,0,0,0,18
E000817,C017,A0235,1,0,0,0,0,11
E000818,C017,A0336,0,0,0,0,0,3
E000819,C017,A0319,0,0,0,0,0,3
E000820,C017,A0297,1,0,1,0,0,30
E000821,C017,A0399,1,0,0,0,0,5
E000822,C017,A0125,1,0,0,0,0,7
E000823,C017,A0344,0,0,0,0,0,2
E000824,C017,A0022,0,0,0,0,0,0
E000825,C017,A0162,0,0,0,0,0,0
E000826,C017,A0097,0,0,0,0,0,0
E000827,C017,A0272,0,0,0,0,0,3
E000828,C017,A0100,0,0,0,0,0,6
E000829,C017,A0158,0,0,0,0,0,0
E000830,C017,A0038,0,0,0,0,0,0
E000831,C017,A0400,1,0,0,0,0,7
E000832,C017,A0154,1,0,1,0,0,32
E000833,C017,A0299,0,0,0,0,0,17
E000834,C017,A0276,1,0,1,1,0,52
E000835,C017,A0167,1,0,0,0,0,5
E000836,C017,A0243,0,0,0,0,0,0
E000837,C017,A0376,1,0,0,0,0,12
E000838,C017,A0298,0,0,0,0,0,0
E000839,C017,A0065,1,0,0,0,0,8
E000840,C017,A0370,0,0,0,0,0,0
E000841,C017,A0077,1,0,1,0,0,33
E000842,C017,A0306,0,0,0,0,0,0
E000843,C017,A0219,1,0,0,0,0,2
E000844,C017,A0019,1,0,0,0,0,13
E000845,C017,A0320,1,0,1,0,0,25
E000846,C017,A0380,1,0,0,0,0,10
E000847,C017,A0138,1,0,0,0,0,7
E000848,C017,A0082,1,0,0,0,0,5
E000849,C017,A0300,1,0,1,0,0,25
E000850,C017,A0268,0,0,0,0,0,4
E000851,C017,A0112,0,0,0,0,0,0
E000852,C017,A0091,0,0,0,0,0,2
E000853,C017,A0289,0,0,0,0,0,0
E000854,C017,A0185,0,0,0,0,0,9
E000855,C017,A0109,0,0,0,0,0,0
E000856,C017,A0361,1,0,1,0,0,29
E000857,C017,A0287,0,0,0,0,0,0
E000858,C017,A0366,0,0,0,0,0,0
E000859,C017,A0221,1,0,1,0,0,27
E000860,C017,A0129,0,0,0,0,0,0
E000861,C017,A0374,0,0,0,0,0,0
E000862,C017,A0283,0,0,0,0,0,0
E000863,C017,A0222,1,0,0,0,0,13
E000864,C018,A0224,1,0,1,1,1,73
E000865,C018,A0105,1,1,0,0,0,35
E000866,C018,A0217,1,1,1,1,1,100
E000867,C018,A0201,1,1,1,0,0,49
E000868,C018,A0060,1,0,1,0,0,33
E000869,C018,A0337,0,0,0,0,0,0
E000870,C018,A0048,1,0,1,0,0,37
E000871,C018,A0143,1,1,0,1,0,52
E000872,C018,A0152,1,1,1,1,1,100
E000873,C018,A0007,1,0,1,0,0,43
E000874,C018,A0230,0,0,0,0,0,0
E000875,C018,A0043,1,0,1,1,1,75
E000876,C018,A0180,0,0,0,0,0,0
E000877,C018,A0026,1,0,0,0,0,10
E000878,C018,A0126,1,1,0,0,0,31
E000879,C018,A0067,1,1,0,0,0,36
E000880,C018,A0335,0,0,0,0,0,0
E000881,C018,A0153,1,1,1,0,0,62
E000882,C018,A0170,0,0,0,0,0,0
E000883,C018,A0069,1,1,0,1,0,50
E000884,C018,A0214,1,0,0,0,0,9
E000885,C018,A0061,1,1,1,1,1,99
E000886,C018,A0213,0,0,0,0,0,0
E000887,C018,A0080,1,0,0,0,0,12
E000888,C018,A0327,0,0,0,0,0,0
E000889,C018,A0351,1,0,1,1,0,57
E000890,C018,A0247,0,0,0,0,0,0
E000891,C018,A0200,0,0,0,0,0,0
E000892,C018,A0132,1,0,1,1,0,58
E000893,C019,A0260,1,1,0,0,0,34
E000894,C019,A0301,1,1,1,0,0,53
E000895,C019,A0253,0,0,0,0,0,3
E000896,C019,A0064,1,0,0,0,0,19
E000897,C019,A0266,1,0,1,0,0,26
E000898,C019,A0290,0,0,0,0,0,0
E000899,C019,A0250,1,0,0,0,0,14
E000900,C019,A0238,1,0,0,0,0,0
E000901,C019,A0027,1,1,1,1,1,95
E000902,C019,A0212,0,0,0,0,0,7
E000903,C019,A0009,1,0,0,0,0,11
E000904,C019,A0241,0,0,0,0,0,1
E000905,C019,A0281,1,0,0,0,0,13
E000906,C019,A0167,1,0,0,0,0,10
E000907,C019,A0076,0,0,0,0,0,0
E000908,C019,A0128,0,0,0,0,0,7
E000909,C019,A0130,1,1,0,0,0,41
E000910,C019,A0221,0,0,0,0,0,0
E000911,C019,A0135,1,0,0,0,0,7
E000912,C019,A0063,0,0,0,0,0,0
E000913,C019,A0156,0,0,0,0,0,0
E000914,C019,A0336,0,0,0,0,0,0
E000915,C019,A0347,1,1,1,0,0,50
E000916,C019,A0099,1,0,0,0,0,12
E000917,C019,A0031,0,0,0,0,0,0
E000918,C019,A0232,0,0,0,0,0,1
E000919,C019,A0088,0,0,0,0,0,1
E000920,C019,A0116,1,1,1,0,0,63
E000921,C019,A0274,0,0,0,0,0,0
E000922,C019,A0163,1,0,1,0,0,29
E000923,C019,A0324,1,0,0,0,0,0
E000924,C019,A0032,0,0,0,0,0,5
E000925,C019,A0278,0,0,0,0,0,2
E000926,C019,A0305,1,0,1,0,0,32
E000927,C019,A0309,1,1,0,0,0,22
E000928,C019,A0339,1,0,0,0,0,1
E000929,C019,A0269,1,0,1,0,0,38
E000930,C019,A0228,1,0,1,0,0,29
E000931,C019,A0357,0,0,0,0,0,0
E000932,C019,A0348,0,0,0,0,0,2
E000933,C019,A0113,1,0,1,1,0,60
E000934,C019,A0073,0,0,0,0,0,7
E000935,C019,A0059,1,0,0,0,0,16
E000936,C019,A0062,1,0,0,0,0,10
E000937,C019,A0323,0,0,0,0,0,0
E000938,C019,A0166,1,0,0,0,0,12
E000939,C019,A0255,1,0,1,1,0,61
E000940,C019,A0072,1,0,1,0,0,42
E000941,C019,A0112,1,1,0,0,0,31
E000942,C019,A0155,1,0,0,0,0,0
E000943,C019,A0286,1,0,0,0,0,7
E000944,C019,A0225,1,1,1,0,0,51
E000945,C019,A0219,0,0,0,0,0,0
E000946,C019,A0295,1,0,1,0,0,24
E000947,C019,A0114,0,0,0,0,0,0
E000948,C019,A0123,1,0,0,0,0,15
E000949,C019,A0220,1,0,1,0,0,40
E000950,C019,A0376,0,0,0,0,0,0
E000951,C019,A0239,1,0,0,0,0,11
E000952,C019,A0096,1,1,1,1,0,75
E000953,C019,A0392,0,0,0,0,0,0
E000954,C019,A0334,1,0,1,1,0,43
E000955,C019,A0003,0,0,0,0,0,0
E000956,C019,A0308,1,0,1,0,0,21
E000957,C019,A0288,1,0,1,0,0,37
E000958,C019,A0294,0,0,0,0,0,5
E000959,C019,A0372,1,0,0,0,0,2
E000960,C019,A0071,1,0,0,0,0,19
E000961,C020,A0220,0,0,0,0,0,6
E000962,C020,A0164,1,1,0,0,0,26
E000963,C020,A0350,1,0,1,0,0,27
E000964,C020,A0294,1,0,0,0,0,8
E000965,C020,A0232,0,0,0,0,0,6
E000966,C020,A0088,1,1,1,0,0,48
E000967,C020,A0241,0,0,0,0,0,7
E000968,C020,A0376,1,0,1,0,0,26
E000969,C020,A0049,0,0,0,0,0,1
E000970,C020,A0357,1,1,1,0,0,52
E000971,C020,A0157,0,0,0,0,0,3
E000972,C020,A0006,1,0,0,0,0,17
E000973,C020,A0301,1,0,1,0,0,23
E000974,C020,A0024,1,0,1,0,0,38
E000975,C020,A0091,1,0,1,1,0,58
E000976,C020,A0172,0,0,0,0,0,0
E000977,C020,A0031,1,0,1,1,0,66
E000978,C020,A0015,1,1,0,0,0,37
E000979,C020,A0147,0,0,0,0,0,0
E000980,C020,A0202,1,0,0,0,0,28
E000981,C020,A0205,0,0,0,0,0,0
E000982,C020,A0155,0,0,0,0,0,4
E000983,C020,A0339,1,1,0,0,0,38
E000984,C020,A0186,1,0,0,0,0,0
E000985,C020,A0040,1,1,0,0,0,34
E000986,C020,A0309,1,0,0,0,0,2
E000987,C020,A0336,1,0,1,0,0,30
E000988,C020,A0400,0,0,0,0,0,0
E000989,C020,A0215,1,0,0,0,0,9
E000990,C020,A0176,1,1,0,0,0,37
E000991,C020,A0042,1,0,1,0,0,40
E000992,C020,A0027,1,1,1,1,0,84
E000993,C020,A0062,0,0,0,0,0,6
E000994,C020,A0058,0,0,0,0,0,2
E000995,C020,A0064,1,0,1,0,0,24
E000996,C020,A0099,1,0,0,0,0,2
E000997,C020,A0011,0,0,0,0,0,3
E000998,C021,A0218,0,0,0,0,0,5
E000999,C021,A0385,0,0,0,0,0,0
E001000,C021,A0264,1,0,0,0,0,24
E001001,C021,A0021,1,0,0,0,0,12
E001002,C021,A0297,1,0,1,0,0,38
E001003,C021,A0263,1,0,0,0,0,5
E001004,C021,A0001,0,0,0,0,0,0
E001005,C021,A0002,1,0,1,0,0,30
E001006,C021,A0272,0,0,0,0,0,0
E001007,C021,A0102,1,0,0,0,0,9
E001008,C021,A0057,1,0,0,0,0,8
E001009,C021,A0307,0,0,0,0,0,0
E001010,C021,A0005,0,0,0,0,0,5
E001011,C021,A0053,0,0,0,0,0,11
E001012,C021,A0222,1,0,0,0,0,5
E001013,C021,A0329,0,0,0,0,0,1
E001014,C021,A0136,1,0,1,0,0,30
E001015,C021,A0330,0,0,0,0,0,0
E001016,C021,A0319,1,0,1,0,0,34
E001017,C021,A0044,1,1,1,0,0,53
E001018,C021,A0034,1,0,1,1,0,60
E001019,C022,A0332,0,0,0,0,0,0
E001020,C022,A0396,1,0,0,0,0,12
E001021,C022,A0292,1,1,1,1,1,97
E001022,C022,A0248,0,0,0,0,0,0
E001023,C022,A0393,1,1,0,0,0,39
E001024,C022,A0022,0,0,0,0,0,7
E001025,C022,A0014,1,1,0,0,0,31
E001026,C022,A0312,1,0,0,0,0,13
E001027,C022,A0371,1,0,1,0,0,26
E001028,C022,A0137,1,1,0,1,0,62
E001029,C022,A0362,1,1,1,1,0,81
E001030,C022,A0188,1,1,0,0,0,30
E001031,C022,A0284,1,0,0,0,0,9
E001032,C022,A0154,1,0,0,0,0,6
E001033,C022,A0306,1,0,1,0,0,32
E001034,C022,A0125,1,1,0,0,0,38
E001035,C022,A0358,1,1,1,1,0,81
E001036,C022,A0013,0,0,0,0,0,1
E001037,C022,A0182,1,1,0,0,0,26
E001038,C022,A0397,0,0,0,0,0,0
E001039,C022,A0296,1,1,1,0,0,54
E001040,C022,A0168,1,0,0,0,0,9
E001041,C022,A0237,1,0,0,0,0,12
E001042,C022,A0387,0,0,0,0,0,0
E001043,C022,A0349,1,1,1,1,0,92
E001044,C022,A0379,0,0,0,0,0,0
E001045,C022,A0229,1,0,1,0,0,32
E001046,C022,A0300,1,0,1,0,0,34
E001047,C022,A0240,1,1,1,0,0,56
E001048,C022,A0373,1,1,1,1,0,73
E001049,C022,A0370,1,1,1,1,0,79
E001050,C022,A0045,1,1,0,0,0,28
E001051,C022,A0322,0,0,0,0,0,0
E001052,C022,A0145,1,1,0,0,0,39
E001053,C022,A0050,1,0,1,1,1,70
E001054,C022,A0008,1,0,0,0,0,12
E001055,C022,A0183,1,1,0,0,0,27
E001056,C023,A0359,0,0,0,0,0,14
E001057,C023,A0294,0,0,0,0,0,0
E001058,C023,A0331,1,1,0,0,0,38
E001059,C023,A0140,0,0,0,0,0,13
E001060,C023,A0310,1,1,0,0,0,32
E001061,C023,A0398,1,1,0,1,0,57
E001062,C023,A0273,1,0,1,0,0,36
E001063,C023,A0311,1,1,0,1,1,74
E001064,C023,A0021,0,0,0,0,0,0
E001065,C023,A0292,1,1,0,1,0,69
E001066,C023,A0244,1,0,1,0,0,28
E001067,C023,A0301,1,1,0,0,0,37
E001068,C023,A0319,0,0,0,0,0,5
E001069,C023,A0068,0,0,0,0,0,0
E001070,C023,A0034,0,0,0,0,0,0
E001071,C023,A0221,1,1,0,0,0,35
E001072,C023,A0038,1,1,1,0,0,50
E001073,C023,A0396,1,1,0,1,0,61
E001074,C023,A0309,1,0,0,0,0,0
E001075,C023,A0089,0,0,0,0,0,5
E001076,C023,A0114,0,0,0,0,0,0
E001077,C023,A0275,1,1,0,0,0,27
E001078,C023,A0202,1,0,1,0,0,34
E001079,C023,A0016,0,0,0,0,0,0
E001080,C023,A0330,1,0,0,0,0,10
E001081,C023,A0135,0,0,0,0,0,0
E001082,C023,A0190,0,0,0,0,0,2
E001083,C023,A0003,0,0,0,0,0,1
E001084,C023,A0270,1,0,0,0,0,9
E001085,C023,A0308,0,0,0,0,0,1
E001086,C023,A0236,1,1,1,0,0,50
E001087,C023,A0385,1,0,1,0,0,29
E001088,C023,A0255,1,0,1,0,0,31
E001089,C023,A0092,1,0,0,0,0,6
E001090,C023,A0156,0,0,0,0,0,0
E001091,C023,A0196,1,0,0,0,0,10
E001092,C023,A0344,1,1,0,1,0,56
E001093,C023,A0222,1,1,0,0,0,44
E001094,C023,A0334,0,0,0,0,0,4
E001095,C023,A0291,0,0,0,0,0,0
E001096,C023,A0136,1,1,0,0,0,28
E001097,C023,A0164,0,0,0,0,0,11
E001098,C023,A0208,1,1,1,0,0,53
E001099,C023,A0155,0,0,0,0,0,9
E001100,C023,A0207,1,1,0,0,0,39
E001101,C023,A0169,0,0,0,0,0,3
E001102,C023,A0015,1,0,0,0,0,12
E001103,C023,A0050,1,1,0,0,0,42
E001104,C023,A0142,1,0,0,0,0,11
E001105,C023,A0071,0,0,0,0,0,0
E001106,C023,A0064,0,0,0,0,0,0
E001107,C023,A0242,0,0,0,0,0,3
E001108,C023,A0199,0,0,0,0,0,0
E001109,C023,A0232,0,0,0,0,0,1
E001110,C023,A0006,1,1,0,0,0,26
E001111,C023,A0053,1,0,0,0,0,8
E001112,C023,A0017,1,0,1,0,0,37
E001113,C023,A0115,0,0,0,0,0,5
E001114,C023,A0127,1,0,0,0,0,11
E001115,C023,A0168,1,1,0,0,0,26
E001116,C023,A0110,1,0,1,1,0,57
E001117,C023,A0248,1,1,1,0,0,41
E001118,C023,A0218,0,0,0,0,0,9
E001119,C023,A0185,1,1,1,0,0,61
E001120,C023,A0141,1,1,0,1,1,70
E001121,C023,A0147,1,1,0,0,0,29
E001122,C023,A0300,0,0,0,0,0,19
E001123,C023,A0278,0,0,0,0,0,8
E001124,C023,A0352,1,0,0,0,0,13
E001125,C023,A0121,0,0,0,0,0,0
E001126,C023,A0356,1,1,1,0,0,48
E001127,C023,A0118,1,0,1,0,0,20
E001128,C023,A0284,0,0,0,0,0,0
E001129,C023,A0022,0,0,0,0,0,0
E001130,C023,A0024,1,0,1,1,0,58
E001131,C023,A0002,1,0,0,0,0,15
E001132,C023,A0090,1,0,0,0,0,14
E001133,C023,A0188,1,1,1,0,0,54
E001134,C023,A0245,1,0,0,0,0,13
E001135,C023,A0167,1,0,0,0,0,4
E001136,C023,A0082,1,1,0,0,0,41
E001137,C023,A0345,1,1,1,0,0,61
E001138,C023,A0052,0,0,0,0,0,1
E001139,C023,A0137,0,0,0,0,0,0
E001140,C023,A0205,1,1,0,0,0,34
E001141,C023,A0246,1,1,0,0,0,49
E001142,C023,A0150,0,0,0,0,0,0
E001143,C023,A0189,0,0,0,0,0,0
E001144,C023,A0286,0,0,0,0,0,0
E001145,C023,A0371,0,0,0,0,0,0
E001146,C023,A0042,1,1,0,0,0,39
E001147,C023,A0045,0,0,0,0,0,0
E001148,C023,A0107,0,0,0,0,0,3
E001149,C023,A0229,0,0,0,0,0,0
E001150,C023,A0368,1,1,0,0,0,32
E001151,C023,A0262,0,0,0,0,0,0
E001152,C023,A0157,1,1,0,1,0,62
E001153,C023,A0333,1,0,0,0,0,17
E001154,C023,A0063,1,0,0,0,0,19
E001155,C023,A0370,1,0,0,0,0,6
E001156,C023,A0160,0,0,0,0,0,10
E001157,C023,A0040,0,0,0,0,0,0
E001158,C023,A0258,0,0,0,0,0,4
E001159,C023,A0306,1,1,0,1,0,62
E001160,C023,A0001,0,0,0,0,0,0
E001161,C023,A0181,1,0,0,0,0,11
E001162,C023,A0120,0,0,0,0,0,0
E001163,C023,A0138,1,0,0,0,0,20
E001164,C023,A0018,1,1,1,0,0,39
E001165,C024,A0106,0,0,0,0,0,10
E001166,C024,A0358,0,0,0,0,0,1
E001167,C024,A0371,0,0,0,0,0,0
E001168,C024,A0075,0,0,0,0,0,0
E001169,C024,A0260,1,0,0,0,0,7
E001170,C024,A0012,1,1,0,0,0,33
E001171,C024,A0039,0,0,0,0,0,0
E001172,C024,A0101,0,0,0,0,0,2
E001173,C024,A0081,1,1,1,1,0,81
E001174,C024,A0313,0,0,0,0,0,0
E001175,C024,A0382,0,0,0,0,0,3
E001176,C024,A0221,0,0,0,0,0,3
E001177,C024,A0379,0,0,0,0,0,5
E001178,C024,A0245,0,0,0,0,0,6
E001179,C024,A0118,1,0,0,0,0,11
E001180,C024,A0004,1,1,0,0,0,40
E001181,C024,A0197,1,0,0,0,0,18
E001182,C024,A0093,1,0,0,0,0,10
E001183,C024,A0385,1,0,0,0,0,9
E001184,C024,A0042,1,0,0,0,0,5
E001185,C024,A0249,1,1,0,0,0,27
E001186,C024,A0301,1,0,0,0,0,16
E001187,C024,A0102,0,0,0,0,0,0
E001188,C024,A0250,0,0,0,0,0,0
E001189,C024,A0265,0,0,0,0,0,6
E001190,C024,A0222,1,1,1,0,0,65
E001191,C024,A0169,0,0,0,0,0,0
E001192,C024,A0122,1,0,0,0,0,9
E001193,C024,A0357,0,0,0,0,0,0
E001194,C024,A0032,0,0,0,0,0,0
E001195,C024,A0232,1,1,0,0,0,35
E001196,C024,A0241,0,0,0,0,0,10
E001197,C024,A0329,1,0,0,0,0,6
E001198,C025,A0012,0,0,0,0,0,4
E001199,C025,A0127,0,0,0,0,0,0
E001200,C025,A0077,0,0,0,0,0,3
E001201,C025,A0010,0,0,0,0,0,0
E001202,C025,A0356,0,0,0,0,0,5
E001203,C025,A0001,0,0,0,0,0,0
E001204,C025,A0260,1,0,0,0,0,0
E001205,C025,A0238,1,0,0,0,0,20
E001206,C025,A0268,1,0,0,0,0,15
E001207,C025,A0325,1,0,1,0,0,34
E001208,C025,A0034,1,0,0,0,0,3
E001209,C025,A0135,0,0,0,0,0,0
