opportunity_id,advisor_id,rm_id,fund_id,created_date,current_stage,expected_commitment,actual_commitment,close_date,days_to_close,probability,source_campaign_id,loss_reason
O00317,A0317,RM011,F010,2025-10-26,Committed,73500000,75750000.0,2026-01-08,74.0,100,,
O00318,A0040,RM001,F005,2026-01-24,Due Diligence,8000000,,,,50,,
O00319,A0045,RM016,F001,2025-11-05,Lost,13000000,,2026-04-14,160.0,0,C003,Client Risk Appetite
O00320,A0278,RM011,F007,2026-03-14,Prospect,5000000,,,,10,C023,
O00321,A0020,RM014,F009,2026-01-18,Interested,18500000,,,,25,,
O00322,A0283,RM010,F004,2026-04-07,Prospect,27500000,,,,10,C017,
O00323,A0091,RM009,F007,2026-04-14,Prospect,37500000,,,,10,C026,
O00324,A0093,RM012,F005,2026-03-02,Committed,47250000,46000000.0,2026-05-01,60.0,100,,
O00325,A0143,RM009,F002,2025-05-02,Interested,5000000,,,,25,,
O00326,A0368,RM008,F006,2025-09-25,Soft Circle,65750000,,,,75,,
O00327,A0283,RM010,F009,2025-08-13,Soft Circle,68000000,,,,75,,
O00328,A0299,RM006,F003,2025-11-13,Soft Circle,2750000,,,,75,,
O00329,A0311,RM004,F008,2025-11-06,Interested,30250000,,,,25,C004,
O00330,A0331,RM013,F010,2025-11-19,Prospect,16750000,,,,10,,
O00331,A0066,RM002,F007,2026-03-31,Prospect,157000000,,,,10,,
O00332,A0376,RM012,F002,2025-11-19,Interested,204500000,,,,25,,
O00333,A0157,RM016,F004,2025-08-12,Due Diligence,16750000,,,,50,C008,
O00334,A0220,RM015,F007,2025-06-07,Due Diligence,5000000,,,,50,,
O00335,A0322,RM006,F008,2025-10-19,Prospect,2500000,,,,10,,
O00336,A0340,RM016,F006,2025-12-10,Soft Circle,37750000,,,,75,C003,
O00337,A0200,RM007,F007,2025-11-23,Lost,128000000,,2026-01-26,64.0,0,C020,Competing Manager Selected
O00338,A0213,RM016,F003,2025-10-13,Prospect,127250000,,,,10,,
O00339,A0162,RM015,F002,2025-12-08,Interested,5000000,,,,25,,
O00340,A0020,RM014,F004,2025-05-05,Committed,17250000,18000000.0,2025-12-17,226.0,100,C028,
O00341,A0256,RM015,F002,2025-11-03,Due Diligence,10250000,,,,50,,
O00342,A0268,RM007,F002,2026-03-26,Due Diligence,5500000,,,,50,,
O00343,A0187,RM009,F009,2026-01-29,Interested,111000000,,,,25,,
O00344,A0019,RM006,F009,2026-02-16,Due Diligence,5000000,,,,50,C017,
O00345,A0221,RM001,F003,2025-05-27,Lost,6000000,,2025-07-26,60.0,0,,Client Risk Appetite
O00346,A0040,RM001,F005,2025-12-15,Committed,14750000,13750000.0,2026-06-09,176.0,100,,
O00347,A0179,RM015,F007,2025-12-09,Lost,5000000,,2026-05-11,153.0,0,,Client Risk Appetite
O00348,A0317,RM011,F003,2025-05-02,Interested,13250000,,,,25,,
O00349,A0090,RM014,F010,2025-09-13,Due Diligence,95750000,,,,50,,
O00350,A0366,RM014,F004,2025-09-06,Prospect,5750000,,,,10,,
O00351,A0282,RM005,F004,2025-09-19,Interested,4000000,,,,25,C012,
O00352,A0101,RM005,F010,2025-11-13,Interested,1500000,,,,25,C002,
O00353,A0091,RM009,F007,2025-12-13,Lost,36000000,,2026-02-16,65.0,0,,Client Risk Appetite
O00354,A0030,RM009,F009,2025-12-11,Lost,32750000,,2026-01-19,39.0,0,,Liquidity Mismatch
O00355,A0349,RM014,F006,2025-11-03,Interested,94750000,,,,25,C008,
O00356,A0025,RM011,F010,2026-02-27,Committed,1000000,1000000.0,2026-07-13,136.0,100,,
O00357,A0247,RM013,F010,2025-10-13,Lost,3750000,,2025-11-28,46.0,0,,Liquidity Mismatch
O00358,A0299,RM006,F009,2025-10-20,Soft Circle,5250000,,,,75,,
O00359,A0100,RM006,F008,2026-01-08,Lost,11000000,,2026-03-02,53.0,0,,Allocation Already Filled
O00360,A0150,RM006,F001,2025-12-29,Due Diligence,223000000,,,,50,,
O00361,A0117,RM010,F008,2026-04-08,Prospect,2500000,,,,10,C015,
O00362,A0319,RM014,F010,2025-06-08,Prospect,172250000,,,,10,,
O00363,A0399,RM006,F008,2025-06-22,Due Diligence,4750000,,,,50,C006,
O00364,A0388,RM012,F004,2025-09-29,Lost,2500000,,2026-01-02,95.0,0,,Competing Manager Selected
O00365,A0027,RM006,F008,2025-09-28,Interested,78250000,,,,25,,
O00366,A0269,RM008,F007,2025-08-26,Interested,29500000,,,,25,,
O00367,A0230,RM001,F007,2025-06-18,Interested,14500000,,,,25,,
O00368,A0370,RM009,F010,2025-09-01,Soft Circle,1000000,,,,75,C009,
O00369,A0226,RM006,F010,2025-06-09,Prospect,5500000,,,,10,,
O00370,A0181,RM003,F006,2025-07-17,Prospect,5000000,,,,10,,
O00371,A0177,RM014,F010,2025-09-16,Committed,4750000,4500000.0,2026-04-03,199.0,100,C026,
O00372,A0340,RM016,F010,2025-12-28,Interested,15500000,,,,25,C007,
O00373,A0266,RM010,F006,2025-08-23,Interested,6000000,,,,25,,
O00374,A0030,RM009,F007,2026-04-05,Due Diligence,100750000,,,,50,C011,
O00375,A0372,RM002,F004,2025-09-05,Due Diligence,2500000,,,,50,C001,
O00376,A0269,RM008,F002,2026-01-07,Committed,7750000,7500000.0,2026-06-22,166.0,100,,
O00377,A0061,RM006,F002,2026-01-04,Interested,22250000,,,,25,,
O00378,A0186,RM006,F009,2025-05-02,Interested,53750000,,,,25,,
O00379,A0099,RM001,F003,2026-01-10,Interested,29000000,,,,25,C016,
O00380,A0233,RM004,F008,2025-12-08,Prospect,10000000,,,,10,C017,
O00381,A0218,RM006,F001,2026-02-08,Lost,8250000,,2026-03-09,29.0,0,,Competing Manager Selected
O00382,A0388,RM012,F004,2025-08-31,Lost,2500000,,2025-09-24,24.0,0,C026,Allocation Already Filled
O00383,A0022,RM003,F005,2025-09-21,Committed,1750000,1750000.0,2026-02-02,134.0,100,,
O00384,A0178,RM004,F005,2025-08-27,Interested,84250000,,,,25,C006,
O00385,A0071,RM003,F006,2025-08-20,Interested,20500000,,,,25,C017,
O00386,A0009,RM010,F002,2025-12-14,Due Diligence,50000000,,,,50,,
O00387,A0309,RM008,F002,2026-01-20,Interested,5750000,,,,25,,
O00388,A0301,RM012,F006,2026-02-25,Committed,25750000,25750000.0,2026-07-15,140.0,100,,
O00389,A0372,RM002,F005,2025-09-04,Due Diligence,1000000,,,,50,C025,
O00390,A0231,RM003,F002,2025-09-03,Prospect,5000000,,,,10,,
O00391,A0100,RM006,F004,2025-05-06,Lost,15000000,,2025-10-28,175.0,0,,Pricing/Fee Concerns
O00392,A0144,RM007,F008,2025-07-26,Due Diligence,61500000,,,,50,C023,
O00393,A0238,RM015,F010,2025-12-27,Due Diligence,63000000,,,,50,,
O00394,A0248,RM013,F005,2025-09-07,Due Diligence,11250000,,,,50,,
O00395,A0017,RM002,F005,2025-12-26,Interested,10750000,,,,25,,
O00396,A0363,RM012,F002,2025-05-24,Committed,27750000,26750000.0,2025-09-11,110.0,100,,
O00397,A0368,RM008,F002,2025-11-02,Soft Circle,39500000,,,,75,C002,
O00398,A0317,RM011,F010,2026-04-02,Interested,27000000,,,,25,,
O00399,A0098,RM009,F009,2025-08-14,Soft Circle,5000000,,,,75,,
O00400,A0138,RM016,F008,2025-09-25,Committed,13500000,11500000.0,2026-01-12,109.0,100,C022,
O00401,A0280,RM004,F006,2025-10-15,Committed,95000000,86500000.0,2026-01-27,104.0,100,,
O00402,A0122,RM006,F009,2025-08-07,Committed,24500000,26500000.0,2026-03-21,226.0,100,C013,
O00403,A0153,RM010,F004,2025-08-26,Due Diligence,36750000,,,,50,C011,
O00404,A0264,RM003,F007,2026-02-17,Due Diligence,5250000,,,,50,,
O00405,A0014,RM013,F010,2026-03-17,Prospect,1000000,,,,10,,
O00406,A0054,RM003,F001,2025-11-07,Interested,23500000,,,,25,,
O00407,A0015,RM005,F007,2025-11-04,Lost,8500000,,2026-03-20,136.0,0,,Pricing/Fee Concerns
O00408,A0105,RM004,F002,2025-09-02,Committed,5000000,5250000.0,2025-12-08,97.0,100,C015,
O00409,A0191,RM014,F009,2026-01-10,Lost,5000000,,2026-06-16,157.0,0,,Pricing/Fee Concerns
O00410,A0336,RM005,F008,2025-06-22,Prospect,22250000,,,,10,,
O00411,A0069,RM016,F009,2025-11-18,Due Diligence,47000000,,,,50,,
O00412,A0142,RM013,F003,2026-03-19,Due Diligence,1250000,,,,50,,
O00413,A0005,RM006,F004,2025-06-06,Interested,5500000,,,,25,,
O00414,A0184,RM015,F007,2026-04-09,Interested,8250000,,,,25,C013,
O00415,A0010,RM007,F006,2026-03-05,Interested,2500000,,,,25,C019,
O00416,A0127,RM014,F005,2025-05-25,Lost,2000000,,2025-08-02,69.0,0,,Liquidity Mismatch
O00417,A0330,RM007,F003,2025-08-13,Interested,12750000,,,,25,,
O00418,A0373,RM005,F008,2026-03-22,Lost,6750000,,2026-09-29,191.0,0,,Allocation Already Filled
O00419,A0146,RM016,F010,2026-02-22,Interested,163500000,,,,25,,
O00420,A0113,RM003,F009,2025-05-06,Interested,21500000,,,,25,,
O00421,A0301,RM012,F002,2025-06-06,Interested,18000000,,,,25,C017,
O00422,A0277,RM006,F003,2026-03-26,Lost,10500000,,2026-04-24,29.0,0,,Pricing/Fee Concerns
O00423,A0150,RM006,F010,2026-04-14,Committed,183750000,164250000.0,2026-10-27,196.0,100,C002,
O00424,A0361,RM001,F006,2025-07-10,Prospect,32750000,,,,10,,
O00425,A0179,RM015,F007,2026-01-17,Interested,5000000,,,,25,C004,
O00426,A0373,RM005,F002,2025-05-11,Soft Circle,15500000,,,,75,C025,
O00427,A0352,RM002,F003,2025-09-04,Due Diligence,85500000,,,,50,,
O00428,A0378,RM003,F005,2025-08-18,Interested,5250000,,,,25,,
O00429,A0042,RM009,F009,2025-10-20,Due Diligence,89500000,,,,50,,
O00430,A0106,RM001,F005,2025-11-19,Prospect,6500000,,,,10,C021,
O00431,A0147,RM016,F001,2025-08-26,Interested,9250000,,,,25,C001,
O00432,A0296,RM001,F009,2026-01-18,Prospect,5000000,,,,10,C010,
O00433,A0117,RM010,F001,2026-02-11,Due Diligence,5000000,,,,50,,
O00434,A0080,RM006,F001,2025-09-21,Interested,5000000,,,,25,,
O00435,A0136,RM010,F005,2026-02-16,Due Diligence,10500000,,,,50,,
O00436,A0123,RM004,F006,2025-12-20,Interested,4750000,,,,25,,
O00437,A0324,RM008,F010,2026-02-01,Soft Circle,47000000,,,,75,,
O00438,A0397,RM013,F001,2026-02-25,Prospect,11750000,,,,10,,
O00439,A0121,RM010,F008,2026-01-29,Prospect,223250000,,,,10,C021,
O00440,A0021,RM010,F007,2025-06-16,Prospect,220250000,,,,10,,
O00441,A0287,RM006,F009,2026-02-25,Prospect,69500000,,,,10,,
O00442,A0191,RM014,F002,2025-07-15,Prospect,5000000,,,,10,C014,
O00443,A0171,RM016,F005,2025-12-07,Soft Circle,6250000,,,,75,,
O00444,A0139,RM008,F004,2025-05-04,Interested,32250000,,,,25,,
O00445,A0186,RM006,F003,2025-12-25,Lost,33750000,,2026-04-05,101.0,0,,Timing - Deferred
O00446,A0053,RM008,F009,2025-06-23,Committed,8500000,8750000.0,2025-10-28,127.0,100,,
O00447,A0241,RM014,F006,2025-05-25,Lost,4000000,,2025-09-18,116.0,0,,Client Risk Appetite
O00448,A0370,RM009,F001,2025-06-23,Due Diligence,5000000,,,,50,C008,
O00449,A0366,RM014,F004,2025-07-21,Lost,3250000,,2025-12-08,140.0,0,C004,Competing Manager Selected
O00450,A0294,RM012,F004,2025-09-01,Lost,6000000,,2026-02-10,162.0,0,C011,Competing Manager Selected
O00451,A0153,RM010,F003,2025-09-18,Committed,80750000,75750000.0,2026-04-21,215.0,100,,
O00452,A0367,RM002,F002,2025-10-15,Due Diligence,48750000,,,,50,,
O00453,A0261,RM005,F009,2025-11-23,Due Diligence,5000000,,,,50,C004,
O00454,A0199,RM014,F006,2025-05-19,Due Diligence,163000000,,,,50,C026,
O00455,A0113,RM003,F005,2025-12-21,Committed,12250000,12750000.0,2026-07-29,220.0,100,C027,
O00456,A0300,RM008,F008,2025-07-07,Due Diligence,2500000,,,,50,C021,
O00457,A0317,RM011,F003,2025-06-30,Prospect,72250000,,,,10,C013,
O00458,A0218,RM006,F003,2025-07-09,Interested,15250000,,,,25,C020,
O00459,A0114,RM016,F008,2026-03-21,Lost,79500000,,2026-09-04,167.0,0,,Allocation Already Filled
O00460,A0153,RM010,F003,2026-01-21,Prospect,58000000,,,,10,C021,
O00461,A0246,RM002,F003,2025-10-13,Interested,17000000,,,,25,,
O00462,A0088,RM014,F005,2025-11-09,Prospect,2500000,,,,10,,
O00463,A0187,RM009,F001,2025-07-13,Due Diligence,202000000,,,,50,,
O00464,A0017,RM002,F003,2025-11-05,Interested,15000000,,,,25,,
O00465,A0320,RM009,F010,2025-05-27,Interested,1000000,,,,25,,
O00466,A0151,RM003,F004,2025-08-15,Prospect,10250000,,,,10,,
O00467,A0176,RM003,F006,2025-10-22,Interested,27500000,,,,25,,
O00468,A0353,RM004,F007,2025-08-24,Due Diligence,254500000,,,,50,C022,
O00469,A0157,RM016,F009,2025-11-02,Interested,30250000,,,,25,,
O00470,A0188,RM004,F006,2025-07-11,Prospect,12000000,,,,10,,
O00471,A0118,RM013,F005,2026-02-04,Due Diligence,11250000,,,,50,,
O00472,A0320,RM009,F006,2025-06-15,Prospect,2500000,,,,10,,
O00473,A0172,RM009,F008,2025-10-11,Interested,35750000,,,,25,,
O00474,A0192,RM004,F009,2026-03-01,Interested,132750000,,,,25,C013,
O00475,A0195,RM005,F006,2026-02-17,Lost,44500000,,2026-03-15,26.0,0,,Pricing/Fee Concerns
O00476,A0268,RM007,F007,2025-11-07,Committed,5000000,4750000.0,2026-01-06,60.0,100,,
O00477,A0212,RM007,F009,2025-08-30,Soft Circle,9250000,,,,75,,
O00478,A0171,RM016,F004,2026-01-24,Prospect,6500000,,,,10,,
O00479,A0259,RM007,F007,2025-06-13,Committed,5000000,5000000.0,2025-12-13,183.0,100,C008,
O00480,A0252,RM008,F005,2025-09-16,Prospect,23250000,,,,10,,
O00481,A0283,RM010,F009,2025-05-14,Interested,73000000,,,,25,,
O00482,A0186,RM006,F003,2025-10-17,Due Diligence,33000000,,,,50,,
O00483,A0392,RM009,F005,2025-07-08,Soft Circle,1000000,,,,75,,
O00484,A0225,RM016,F009,2026-03-21,Interested,5000000,,,,25,,
O00485,A0317,RM011,F004,2025-07-27,Soft Circle,57750000,,,,75,C024,
O00486,A0185,RM004,F005,2026-01-05,Lost,5500000,,2026-04-30,115.0,0,,Client Risk Appetite
O00487,A0133,RM014,F006,2026-01-04,Soft Circle,72250000,,,,75,C008,
O00488,A0206,RM004,F004,2026-04-10,Committed,12500000,12250000.0,2026-09-29,172.0,100,C011,
O00489,A0226,RM006,F006,2026-03-10,Due Diligence,4500000,,,,50,,
O00490,A0122,RM006,F009,2025-10-02,Prospect,29750000,,,,10,,
O00491,A0300,RM008,F006,2025-09-11,Interested,2500000,,,,25,,
O00492,A0169,RM010,F006,2025-09-29,Lost,2500000,,2026-03-05,157.0,0,,Liquidity Mismatch
O00493,A0261,RM005,F007,2025-07-16,Lost,5000000,,2025-12-29,166.0,0,C009,Client Risk Appetite
O00494,A0115,RM012,F001,2025-09-30,Interested,208250000,,,,25,,
O00495,A0192,RM004,F002,2025-09-23,Prospect,178250000,,,,10,C001,
O00496,A0140,RM007,F007,2026-01-20,Prospect,5000000,,,,10,,
O00497,A0165,RM011,F006,2025-11-10,Lost,88250000,,2026-01-19,70.0,0,C013,Allocation Already Filled
O00498,A0267,RM007,F009,2025-05-23,Lost,5000000,,2025-10-08,138.0,0,,Liquidity Mismatch
O00499,A0061,RM006,F010,2026-03-27,Prospect,11250000,,,,10,,
O00500,A0096,RM010,F003,2025-08-03,Prospect,90000000,,,,10,C008,
O00501,A0143,RM009,F010,2026-03-02,Interested,1750000,,,,25,C025,
O00502,A0108,RM008,F002,2025-07-26,Interested,5000000,,,,25,,
O00503,A0068,RM004,F009,2025-11-25,Due Diligence,38500000,,,,50,,
O00504,A0325,RM006,F007,2026-01-02,Committed,60000000,55250000.0,2026-03-12,69.0,100,,
O00505,A0063,RM016,F006,2025-11-09,Soft Circle,18500000,,,,75,,
O00506,A0254,RM002,F010,2026-01-06,Prospect,11750000,,,,10,,
O00507,A0178,RM004,F010,2026-03-26,Lost,17000000,,2026-09-26,184.0,0,,Client Risk Appetite
O00508,A0064,RM011,F001,2026-01-05,Interested,7750000,,,,25,C021,
O00509,A0118,RM013,F009,2026-03-03,Prospect,11750000,,,,10,,
O00510,A0042,RM009,F005,2026-03-19,Soft Circle,74750000,,,,75,C008,
O00511,A0038,RM012,F009,2025-11-27,Interested,16500000,,,,25,C020,
O00512,A0143,RM009,F005,2025-06-23,Due Diligence,2000000,,,,50,C017,
O00513,A0300,RM008,F007,2026-02-28,Due Diligence,5000000,,,,50,,
O00514,A0157,RM016,F007,2025-06-08,Interested,22250000,,,,25,C008,
O00515,A0222,RM010,F004,2025-08-03,Soft Circle,48250000,,,,75,,
O00516,A0050,RM015,F008,2025-08-09,Due Diligence,4750000,,,,50,C024,
O00517,A0352,RM002,F006,2025-05-11,Due Diligence,70500000,,,,50,C002,
O00518,A0130,RM009,F007,2025-11-06,Committed,116250000,115500000.0,2026-01-23,78.0,100,,
O00519,A0073,RM002,F007,2025-10-28,Due Diligence,13250000,,,,50,C026,
O00520,A0140,RM007,F010,2026-01-09,Committed,6250000,5500000.0,2026-08-12,215.0,100,,
O00521,A0387,RM006,F006,2025-06-09,Due Diligence,7250000,,,,50,,
O00522,A0249,RM001,F002,2025-08-01,Lost,7750000,,2025-08-22,21.0,0,,Timing - Deferred
O00523,A0047,RM011,F004,2025-08-29,Lost,2500000,,2025-11-02,65.0,0,,Liquidity Mismatch
O00524,A0063,RM016,F010,2025-05-27,Lost,13250000,,2025-07-15,49.0,0,C022,Allocation Already Filled
O00525,A0303,RM014,F003,2026-03-15,Lost,250000000,,2026-06-08,85.0,0,,Client Risk Appetite
O00526,A0337,RM002,F005,2026-03-23,Committed,30750000,31750000.0,2026-10-12,203.0,100,,
O00527,A0032,RM001,F007,2026-02-18,Due Diligence,5000000,,,,50,,
O00528,A0117,RM010,F005,2025-12-15,Prospect,3250000,,,,10,,
O00529,A0019,RM006,F003,2026-03-08,Soft Circle,1000000,,,,75,C027,
O00530,A0048,RM007,F007,2025-10-17,Interested,228750000,,,,25,C024,
O00531,A0054,RM003,F007,2025-12-08,Committed,71500000,69250000.0,2026-04-16,129.0,100,,
O00532,A0172,RM009,F005,2025-06-28,Prospect,30000000,,,,10,,
O00533,A0006,RM012,F005,2025-05-06,Prospect,65500000,,,,10,,
O00534,A0284,RM016,F008,2025-11-09,Interested,2500000,,,,25,,
O00535,A0160,RM002,F007,2025-08-30,Committed,6500000,6250000.0,2025-11-22,84.0,100,,
O00536,A0159,RM014,F005,2025-06-14,Interested,5750000,,,,25,C015,
O00537,A0384,RM006,F010,2025-08-10,Prospect,2750000,,,,10,C018,
O00538,A0131,RM006,F002,2026-01-26,Interested,5000000,,,,25,,
O00539,A0016,RM002,F009,2026-03-12,Committed,147500000,130750000.0,2026-07-19,129.0,100,C010,
O00540,A0161,RM009,F005,2026-04-12,Committed,44000000,42000000.0,2026-10-06,177.0,100,,
O00541,A0185,RM004,F003,2026-02-12,Committed,7500000,7500000.0,2026-04-27,74.0,100,C024,
O00542,A0187,RM009,F005,2025-06-14,Prospect,48500000,,,,10,,
O00543,A0184,RM015,F005,2025-06-12,Soft Circle,8750000,,,,75,,
O00544,A0132,RM007,F006,2025-05-28,Prospect,33250000,,,,10,,
O00545,A0214,RM015,F009,2025-05-27,Lost,57250000,,2025-11-25,182.0,0,C024,Competing Manager Selected
O00546,A0347,RM003,F010,2025-09-15,Prospect,6500000,,,,10,,
O00547,A0142,RM013,F010,2025-07-05,Soft Circle,1750000,,,,75,,
O00548,A0210,RM012,F003,2026-04-04,Soft Circle,38250000,,,,75,,
O00549,A0338,RM007,F010,2025-07-06,Soft Circle,48500000,,,,75,,
O00550,A0157,RM016,F001,2025-05-08,Interested,7500000,,,,25,,
O00551,A0053,RM008,F008,2026-02-17,Prospect,12250000,,,,10,,
O00552,A0170,RM012,F010,2026-03-14,Prospect,47750000,,,,10,C016,
O00553,A0199,RM014,F004,2025-08-29,Prospect,48000000,,,,10,,
O00554,A0346,RM016,F004,2026-03-16,Lost,2500000,,2026-04-16,31.0,0,C025,Timing - Deferred
O00555,A0340,RM016,F002,2025-08-29,Interested,23250000,,,,25,,
O00556,A0305,RM007,F009,2025-12-23,Prospect,5000000,,,,10,,
O00557,A0151,RM003,F001,2026-02-20,Due Diligence,5000000,,,,50,,
O00558,A0110,RM003,F007,2025-11-02,Committed,5000000,5250000.0,2026-03-04,122.0,100,C008,
O00559,A0174,RM016,F009,2026-01-25,Lost,166000000,,2026-03-10,44.0,0,,Client Risk Appetite
O00560,A0126,RM013,F004,2025-09-09,Lost,5250000,,2025-11-16,68.0,0,,Client Risk Appetite
O00561,A0392,RM009,F004,2026-03-10,Soft Circle,2500000,,,,75,,
O00562,A0033,RM009,F005,2025-07-01,Prospect,11000000,,,,10,,
O00563,A0199,RM014,F010,2026-02-13,Interested,150250000,,,,25,C004,
O00564,A0152,RM015,F004,2025-10-15,Interested,2500000,,,,25,C022,
O00565,A0306,RM009,F008,2025-07-21,Due Diligence,20250000,,,,50,,
O00566,A0235,RM005,F010,2026-01-23,Committed,54500000,52250000.0,2026-04-10,77.0,100,C028,
O00567,A0023,RM001,F008,2026-01-21,Interested,26000000,,,,25,,
O00568,A0267,RM007,F005,2025-06-18,Committed,2750000,3000000.0,2025-12-21,186.0,100,C016,
O00569,A0195,RM005,F002,2025-11-25,Due Diligence,34000000,,,,50,,
O00570,A0243,RM013,F002,2025-06-14,Prospect,5000000,,,,10,,
O00571,A0036,RM008,F002,2025-06-28,Committed,7750000,7750000.0,2025-10-02,96.0,100,,
O00572,A0201,RM008,F005,2025-05-11,Soft Circle,178750000,,,,75,C007,
O00573,A0208,RM014,F008,2025-08-22,Prospect,16000000,,,,10,,
O00574,A0057,RM015,F010,2026-04-07,Lost,4500000,,2026-08-23,138.0,0,C023,Competing Manager Selected
O00575,A0242,RM015,F007,2026-01-14,Due Diligence,5250000,,,,50,,
O00576,A0362,RM014,F001,2025-12-28,Due Diligence,5000000,,,,50,,
O00577,A0010,RM007,F002,2025-06-12,Prospect,5000000,,,,10,,
O00578,A0099,RM001,F009,2025-06-05,Due Diligence,23250000,,,,50,,
O00579,A0130,RM009,F005,2025-12-27,Interested,96250000,,,,25,,
O00580,A0213,RM016,F005,2026-03-27,Interested,185750000,,,,25,,
O00581,A0295,RM009,F005,2025-09-27,Prospect,48250000,,,,10,,
O00582,A0261,RM005,F005,2025-11-13,Prospect,1000000,,,,10,,
O00583,A0183,RM014,F009,2025-11-12,Prospect,9000000,,,,10,,
O00584,A0384,RM006,F010,2025-11-20,Prospect,5250000,,,,10,C006,
O00585,A0135,RM008,F008,2025-12-21,Interested,57250000,,,,25,,
O00586,A0311,RM004,F002,2025-10-31,Lost,5250000,,2026-01-10,71.0,0,,Competing Manager Selected
O00587,A0328,RM013,F010,2026-03-25,Prospect,9750000,,,,10,C019,
O00588,A0039,RM001,F009,2025-06-17,Due Diligence,75000000,,,,50,C010,
O00589,A0018,RM007,F006,2025-06-12,Interested,119500000,,,,25,,
O00590,A0395,RM002,F007,2025-05-03,Committed,12250000,12500000.0,2025-11-19,200.0,100,,
O00591,A0142,RM013,F005,2025-09-21,Lost,1000000,,2026-02-07,139.0,0,,Client Risk Appetite
O00592,A0264,RM003,F008,2025-09-27,Prospect,7500000,,,,10,,
O00593,A0012,RM012,F007,2025-06-13,Interested,10750000,,,,25,,
O00594,A0303,RM014,F004,2026-01-28,Prospect,188000000,,,,10,,
O00595,A0139,RM008,F001,2025-11-26,Due Diligence,31500000,,,,50,C016,
O00596,A0228,RM009,F009,2025-10-01,Due Diligence,160500000,,,,50,C019,
O00597,A0019,RM006,F001,2026-04-07,Committed,5000000,5000000.0,2026-08-05,120.0,100,C003,
O00598,A0041,RM008,F003,2026-01-12,Interested,30750000,,,,25,,
O00599,A0327,RM004,F003,2026-03-24,Committed,203000000,194750000.0,2026-09-03,163.0,100,C002,
O00600,A0217,RM006,F007,2025-12-13,Committed,8250000,7500000.0,2026-04-29,137.0,100,,
O00601,A0309,RM008,F007,2025-05-11,Interested,12500000,,,,25,,
O00602,A0063,RM016,F002,2025-09-20,Interested,10500000,,,,25,C028,
O00603,A0130,RM009,F007,2026-03-17,Due Diligence,203500000,,,,50,,
O00604,A0339,RM004,F003,2025-05-07,Interested,43750000,,,,25,C004,
O00605,A0230,RM001,F006,2025-06-21,Interested,9250000,,,,25,,
O00606,A0265,RM001,F007,2026-03-08,Committed,5000000,5500000.0,2026-08-16,161.0,100,C002,
O00607,A0080,RM006,F006,2026-02-07,Lost,7000000,,2026-04-04,56.0,0,C027,Liquidity Mismatch
O00608,A0217,RM006,F010,2025-07-15,Lost,4500000,,2025-08-20,36.0,0,C027,Pricing/Fee Concerns
O00609,A0292,RM016,F007,2026-04-06,Due Diligence,63500000,,,,50,C018,
O00610,A0067,RM016,F002,2025-11-02,Soft Circle,5000000,,,,75,,
O00611,A0119,RM007,F003,2025-10-18,Soft Circle,105500000,,,,75,,
O00612,A0004,RM016,F002,2026-03-31,Lost,33500000,,2026-06-15,76.0,0,,Client Risk Appetite
O00613,A0385,RM001,F003,2025-06-29,Due Diligence,5750000,,,,50,,
O00614,A0357,RM010,F004,2025-08-10,Prospect,11250000,,,,10,C008,
O00615,A0036,RM008,F001,2025-12-04,Lost,5000000,,2026-06-04,182.0,0,C027,Allocation Already Filled
O00616,A0331,RM013,F010,2025-05-25,Lost,24750000,,2025-11-30,189.0,0,,Competing Manager Selected
O00617,A0214,RM015,F005,2026-03-02,Prospect,24750000,,,,10,,
O00618,A0386,RM003,F009,2025-09-09,Interested,34250000,,,,25,,
O00619,A0201,RM008,F008,2025-12-27,Prospect,225000000,,,,10,,
O00620,A0080,RM006,F004,2025-06-19,Lost,8500000,,2025-10-20,123.0,0,C007,Liquidity Mismatch
O00621,A0341,RM002,F008,2025-07-08,Due Diligence,2500000,,,,50,,
O00622,A0374,RM009,F001,2025-11-02,Prospect,29500000,,,,10,,
O00623,A0209,RM010,F001,2025-08-03,Prospect,71500000,,,,10,,
O00624,A0161,RM009,F009,2025-11-25,Prospect,93750000,,,,10,,
O00625,A0307,RM014,F010,2025-09-14,Prospect,13000000,,,,10,,
O00626,A0033,RM009,F005,2026-02-16,Due Diligence,21500000,,,,50,,
O00627,A0336,RM005,F005,2025-09-01,Committed,10250000,9750000.0,2026-03-24,204.0,100,,
O00628,A0343,RM004,F004,2025-09-05,Interested,109750000,,,,25,,
O00629,A0118,RM013,F008,2025-11-17,Prospect,11750000,,,,10,,
O00630,A0005,RM006,F003,2026-03-21,Soft Circle,15250000,,,,75,C027,
O00631,A0005,RM006,F004,2025-07-09,Due Diligence,13000000,,,,50,,
O00632,A0391,RM012,F009,2025-10-02,Prospect,5000000,,,,10,C024,
O00633,A0310,RM010,F006,2025-06-20,Soft Circle,12000000,,,,75,,
O00634,A0142,RM013,F006,2025-08-10,Prospect,2500000,,,,10,,
O00635,A0354,RM014,F009,2025-05-04,Prospect,18500000,,,,10,,
O00636,A0355,RM010,F007,2026-01-17,Interested,5000000,,,,25,C004,
O00637,A0362,RM014,F006,2026-04-13,Due Diligence,6500000,,,,50,C016,
O00638,A0198,RM014,F002,2025-11-14,Interested,99000000,,,,25,,
